ID1,ID2,EdgeType,Score,Annotation
8616,9600,MS1 annotation,7.000,[M+H]+ [M+NH4]+ dm/z=17.0248
8616,12253,MS1 annotation,7.000,[M+Na]+ [M+NH4]+ dm/z=4.9542
8622,9757,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0036
8640,12862,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0039
8640,9009,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9813
8651,11439,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9957
8668,12392,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
8677,10549,MS1 annotation,6.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9928
8686,10033,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9838
8817,11625,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0300
8977,9239,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
8996,11906,MS1 annotation,2.000,[M+NH4]+ [M+2H]2+ dm/z=642.3983
8996,11906,MS1 annotation,2.000,[2M+NH4]+ [M+H]+ dm/z=642.3983
9009,12862,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9852
9016,11898,MS1 annotation,3.000,[3M+2H]2+ [2M+2H]2+ dm/z=273.6604
9044,10097,MS1 annotation,5.500,[M-H2O+NH4]+ [M+NH4]+ dm/z=18.0104
9050,9309,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9813
9153,11079,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9949
9153,11100,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9937
9257,11588,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
9600,12253,MS1 annotation,7.000,[M+Na]+ [M+H]+ dm/z=21.9790
9948,12373,MS1 annotation,8.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9918
10021,12432,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9839
10135,11276,MS1 annotation,9.500,[M-H2O+H]+ [2M+Na]+ dm/z=420.2864
10357,11912,MS1 annotation,2.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0482
10741,12521,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0028
10796,12444,MS1 annotation,6.000,[2M+H]+ [M-H2O+H]+ dm/z=731.5471
10846,11108,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9845
10846,11970,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9565
10850,11932,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9531
10853,11185,MS1 annotation,3.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0085
11001,11893,MS1 annotation,7.000,[2M+Na]+ [2M+H]+ dm/z=21.9883
11079,11100,MS1 annotation,4.500,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0012
11108,11970,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0280
11186,11196,MS1 annotation,6.000,[2M+K]+ [2M+Na]+ dm/z=15.9750
11409,12414,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9944
11573,11594,MS1 annotation,3.500,[M+H]+ [2M+Na]+ dm/z=628.2639
11573,12841,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9879
11634,11692,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0278
12048,12870,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9910
12441,12442,MS1 annotation,5.000,[M+H]+ [M+H]+ dm/z=0.0001
